step,amount,old_balance,new_balance,merchant_old_balance,merchant_new_balance,is_fraud,is_flagged_fraud,customer_txn_count,customer_avg_amount,customer_std_amount,merchant_avg_amount,merchant_risk_tier,new_device,new_location,location_mismatch,new_merchant,txns_prev_1h,velocity_anomaly,customer_txn_count_prior,time_of_day_anomaly,txns_prev_24h,customer_avg_amount_prior,customer_std_amount_prior,amount_z_score,hour,day_of_week
159,21377.67,0.0,0.0,803771.31,825148.98,0,0,1,21377.67,0.0,201599.47875,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,560520.33,1388754.22,1949274.55,2529641.96,1969121.62,0,0,1,560520.33,0.0,277419.29130434786,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,181208.35,130622.0,0.0,16823.43,198031.78,0,0,1,181208.35,0.0,136988.80333333334,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,105786.54,13243.0,0.0,53169.84,158956.38,0,0,1,105786.54,0.0,249829.01684210528,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,38503.75,17298983.02,17337486.77,1171385.27,1132881.52,0,0,1,38503.75,0.0,302439.5795,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,369909.07,2032081.73,2401990.8,434355.24,64446.16,0,0,1,369909.07,0.0,90722.61375,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,170757.61,19420.0,0.0,1897400.61,2068158.22,0,0,1,170757.61,0.0,187393.6811764706,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,119922.32,113752.0,233674.32,147061.31,27138.99,0,0,1,119922.32,0.0,149559.43333333335,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,357670.59,6995.0,0.0,1667296.89,2024967.48,0,0,1,357670.59,0.0,132037.11869565217,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,95155.01,90540.0,0.0,0.0,95155.01,0,0,1,95155.01,0.0,353138.99375,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,275885.37,17697.0,0.0,4130144.78,4406030.15,0,0,1,275885.37,0.0,263803.87727272726,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,328549.89,0.0,0.0,14246198.93,14574748.83,0,0,1,328549.89,0.0,287163.445,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,70599.64,0.0,0.0,928456.83,999056.47,0,0,1,70599.64,0.0,231731.8733333333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,232186.82,3453149.94,3685336.76,1422057.87,1189871.04,0,0,1,232186.82,0.0,260541.57857142857,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,2534.16,70437.0,67902.84,0.0,0.0,0,0,1,2534.16,0.0,2534.16,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,28472.74,346905.87,318433.13,0.0,0.0,0,0,1,28472.74,0.0,28472.74,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,31548.48,513896.0,482347.52,2618344.53,2649893.01,0,0,1,31548.48,0.0,370101.258125,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,129685.49,19910.0,149595.49,0.0,0.0,0,0,1,129685.49,0.0,119143.33777777778,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,14971.62,14871765.54,14886737.16,127246.68,112275.06,0,0,1,14971.62,0.0,179798.41999999998,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,73731.63,6110173.41,6183905.04,168760.47,95028.84,0,0,1,73731.63,0.0,179314.174,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,12763.18,23296.0,10532.82,0.0,0.0,0,0,1,12763.18,0.0,12763.18,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,377469.36,157918.0,0.0,9592709.07,9970178.44,0,0,1,377469.36,0.0,377723.16018518514,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,2587.14,105377.0,102789.86,0.0,0.0,0,0,1,2587.14,0.0,2587.14,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,58055.15,21074.0,0.0,0.0,58055.15,0,0,1,58055.15,0.0,58055.15,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,15,6
159,174633.9,321744.0,147110.1,927178.0,1101811.9,0,0,1,174633.9,0.0,266300.14333333337,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,20225.17,20225.17,0.0,0.0,0.0,1,0,1,20225.17,0.0,223660.56555555557,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,155174.49,0.0,0.0,1754310.18,1909484.66,0,0,1,155174.49,0.0,219526.9508333333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,442628.08,11348.0,0.0,0.0,442628.08,0,0,1,442628.08,0.0,182749.8477777778,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,266231.69,0.0,0.0,1706681.61,1972913.3,0,0,1,266231.69,0.0,281680.1377777778,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,79210.01,0.0,0.0,452892.1,532102.11,0,0,1,79210.01,0.0,160569.60176470588,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,323129.03,12366.0,335495.03,824125.17,500996.14,0,0,1,323129.03,0.0,174036.105,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,142121.58,0.0,0.0,4158741.37,4300862.96,0,0,1,142121.58,0.0,314618.78923076927,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,254884.62,9565522.93,9820407.55,329414.52,74529.9,0,0,1,254884.62,0.0,192226.72045454543,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,20401.78,14426508.88,14446910.66,749994.0,729592.22,0,0,1,20401.78,0.0,682674.905625,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,45057.48,0.0,0.0,74675.28,119732.76,0,0,1,45057.48,0.0,173115.535,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,2349.14,0.0,0.0,0.0,0.0,0,0,1,2349.14,0.0,2349.14,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,234470.88,1741.0,0.0,18286.41,252757.29,0,0,1,234470.88,0.0,224124.19642857145,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,1851.92,458513.75,456661.83,0.0,0.0,0,0,1,1851.92,0.0,1851.92,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,15018.16,0.0,0.0,0.0,0.0,0,0,1,15018.16,0.0,15018.16,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,5745.34,0.0,0.0,0.0,0.0,0,0,1,5745.34,0.0,5745.34,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,5485.9,10075.0,4589.1,52819.0,342146.99,0,0,1,5485.9,0.0,105378.22285714289,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,474458.71,8854459.54,9328918.25,555697.19,81238.48,0,0,1,474458.71,0.0,186211.23,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,23220.36,13127637.5,13150857.87,4027023.9,4003803.53,0,0,1,23220.36,0.0,207386.281509434,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,264387.76,188.0,0.0,0.0,264387.76,0,0,1,264387.76,0.0,123018.86833333332,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,66540.56,0.0,0.0,5786721.24,5853261.79,0,0,1,66540.56,0.0,409504.9115151515,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,174305.06,10981.0,0.0,0.0,174305.06,0,0,1,174305.06,0.0,316678.4553846154,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,136776.42,22850279.0,22987055.42,1885636.86,1748860.44,0,0,2,149812.305,18435.525364535995,230861.52892857144,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,349246.27,10899.0,360145.27,298806.89,0.0,0,0,1,349246.27,0.0,185225.503,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,4647.58,0.0,0.0,0.0,0.0,0,0,1,4647.58,0.0,4647.58,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,37073.63,0.0,0.0,600850.4,637924.03,0,0,1,37073.63,0.0,146334.8809090909,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,84454.49,60968.0,0.0,45546.02,130000.5,0,0,1,84454.49,0.0,191693.45285714284,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,175684.35,0.0,0.0,308969.04,484653.39,0,0,1,175684.35,0.0,175283.24,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,102506.62,0.0,0.0,472784.57,575291.19,0,0,1,102506.62,0.0,140298.6846153846,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,143382.02,517905.0,374522.98,176415.58,319797.6,0,0,1,143382.02,0.0,150427.81214285715,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,62571.5,37783.0,0.0,0.0,0.0,0,0,1,62571.5,0.0,62571.5,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,118612.28,41116.0,0.0,10228.0,128840.28,0,0,1,118612.28,0.0,116887.678,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,25548.83,0.0,0.0,1664123.95,1689672.78,0,0,1,25548.83,0.0,376310.7691304348,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,9026.52,498.0,0.0,0.0,9026.52,0,0,1,9026.52,0.0,109287.49333333332,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,5796.56,0.0,0.0,0.0,0.0,0,0,1,5796.56,0.0,5796.56,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,5303.77,287088.0,281784.23,0.0,0.0,0,0,1,5303.77,0.0,5303.77,3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,474052.54,474052.54,0.0,29256.42,503308.95,1,0,1,474052.54,0.0,240162.4911111111,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,15,6
159,127738.78,254695.0,126956.22,8127061.09,8254799.86,0,0,1,127738.78,0.0,324019.6465714286,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,218670.21,178240.02,0.0,454138.5,672808.7,0,0,1,218670.21,0.0,206014.81666666668,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,41855.19,10644.0,0.0,106984.0,148839.19,0,0,1,41855.19,0.0,41855.19,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,7460.29,18399.94,10939.65,0.0,0.0,0,0,1,7460.29,0.0,7460.29,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,41135.85,130733.67,89597.82,0.0,0.0,0,0,1,41135.85,0.0,41135.85,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3308.76,21053.0,17744.24,0.0,0.0,0,0,1,3308.76,0.0,3308.76,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,301193.32,301193.32,0.0,0.0,0.0,1,0,1,301193.32,0.0,148691.979,3,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,15,6
159,4500.42,22315.0,17814.58,0.0,0.0,0,0,1,4500.42,0.0,4500.42,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,156657.07,59460.0,216117.07,4938247.0,4781589.94,0,0,1,156657.07,0.0,417788.33379310346,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,7612.8,0.0,0.0,0.0,0.0,0,0,1,7612.8,0.0,7612.8,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3715.63,31706.0,27990.37,0.0,0.0,0,0,1,3715.63,0.0,3715.63,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,11008.38,55876.52,44868.13,0.0,0.0,0,0,1,11008.38,0.0,11008.38,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,817.61,453978.0,453160.39,0.0,0.0,0,0,1,817.61,0.0,817.61,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,10016.28,0.0,0.0,0.0,0.0,0,0,1,10016.28,0.0,10016.28,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,370643.67,0.0,0.0,1004650.46,1375294.12,0,0,1,370643.67,0.0,206958.639375,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3610.71,0.0,0.0,0.0,0.0,0,0,1,3610.71,0.0,3610.71,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,87441.54,11780.0,99221.54,0.0,0.0,0,0,1,87441.54,0.0,104070.65,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,773644.8,11818.0,0.0,83490.86,857135.65,0,0,1,773644.8,0.0,409754.15538461535,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,397792.46,0.0,0.0,532088.91,929881.38,0,0,1,397792.46,0.0,310798.714,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,372863.07,72417.0,0.0,32061.62,404924.7,0,0,1,372863.07,0.0,282178.82,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,167058.31,100005.0,267063.31,0.0,0.0,0,0,1,167058.31,0.0,186147.51,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,195836.97,7088175.86,7284012.83,969724.22,773887.25,0,0,1,195836.97,0.0,183232.76652173916,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,79243.92,12059.0,0.0,0.0,79243.92,0,0,1,79243.92,0.0,109003.64666666668,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,423988.71,82396.0,506384.71,194254.95,0.0,0,0,1,423988.71,0.0,179403.84142857144,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,472559.97,10841.0,0.0,0.0,472559.97,0,0,1,472559.97,0.0,327739.5217647059,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,13399.27,950.0,0.0,0.0,0.0,0,0,1,13399.27,0.0,13399.27,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,227121.34,50372.0,0.0,1334.22,228455.56,0,0,1,227121.34,0.0,147520.10777777777,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,413293.16,463203.6,49910.44,710542.61,1123835.78,0,0,1,413293.16,0.0,141762.9894736842,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,639.98,10177.0,9537.02,0.0,0.0,0,0,1,639.98,0.0,639.98,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,63210.64,6161539.22,6224749.86,82582.52,19371.88,0,0,1,63210.64,0.0,180408.585,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,9745.64,2900.0,0.0,0.0,0.0,0,0,1,9745.64,0.0,9745.64,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,134383.51,79621.27,0.0,481069.65,615453.16,0,0,1,134383.51,0.0,670308.1731250001,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3213.12,0.0,0.0,0.0,0.0,0,0,1,3213.12,0.0,3213.12,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,432340.05,0.0,0.0,1474867.17,1907207.23,0,0,1,432340.05,0.0,261360.25458333336,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,6149309.16,0.0,0.0,6380902.9,12530212.06,0,0,1,6149309.16,0.0,1688500.6514285714,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,350274.3,198995.21,0.0,743780.13,1094054.43,0,0,1,350274.3,0.0,269483.0205555556,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,126936.83,0.0,0.0,1052773.52,1281149.76,0,0,1,126936.83,0.0,380405.2984,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,388952.97,0.0,0.0,1112776.13,1501729.1,0,0,1,388952.97,0.0,228648.34954545455,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,126956.3,214133.0,341089.3,0.0,0.0,0,0,1,126956.3,0.0,99162.2575,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,585087.25,11128.0,0.0,236899.34,821986.59,0,0,1,585087.25,0.0,228491.6505555556,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,2466.12,0.0,0.0,0.0,0.0,0,0,1,2466.12,0.0,2466.12,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,9052.21,10624.0,1571.79,0.0,0.0,0,0,1,9052.21,0.0,9052.21,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,37497.91,0.0,0.0,913406.98,950904.89,0,0,1,37497.91,0.0,197835.748,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,399381.69,32750.0,0.0,1335192.42,1734574.11,0,0,1,399381.69,0.0,256043.266,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,176845.18,3810904.86,3987750.04,3713124.96,3536279.78,0,0,1,176845.18,0.0,340254.9995238095,3,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,27974.97,0.0,0.0,13584223.82,13612198.79,0,0,1,27974.97,0.0,245843.73642857143,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,26461.34,0.0,0.0,0.0,0.0,0,0,1,26461.34,0.0,26461.34,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,200459.59,336.0,0.0,1132.22,201591.81,0,0,1,200459.59,0.0,127839.62714285716,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,54670.97,1337.0,56007.97,77418.34,22747.37,0,0,1,54670.97,0.0,154629.39875,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,201116.0,8035.0,0.0,9121978.72,9323094.71,0,0,1,201116.0,0.0,298924.6386666667,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,147399.69,0.0,0.0,2826903.09,2974302.78,0,0,1,147399.69,0.0,481871.4927272728,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,117451.75,7938.33,0.0,960821.74,1078273.49,0,0,1,117451.75,0.0,333775.79692307697,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,430287.49,0.0,0.0,2109563.47,2539850.96,0,0,1,430287.49,0.0,305052.0903846153,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,185804.88,0.0,0.0,471717.25,657522.13,0,0,1,185804.88,0.0,281537.6276190476,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,214733.4,0.0,0.0,1959790.89,2174524.29,0,0,1,214733.4,0.0,215293.4204347826,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,243440.04,10304.0,253744.04,743170.28,499730.25,0,0,1,243440.04,0.0,242412.3945833333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,636816.81,21251.0,0.0,218505.99,855322.8,0,0,1,636816.81,0.0,275995.36818181816,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,58161.61,16214.0,0.0,2200409.21,2223365.53,0,0,1,58161.61,0.0,211390.15454545457,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,93319.17,0.0,0.0,3030609.21,3123928.39,0,0,1,93319.17,0.0,301899.42725,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,400538.1,0.0,0.0,949940.59,1350478.69,0,0,1,400538.1,0.0,205179.55826086955,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,120292.26,10098254.14,10218546.4,1628338.88,1508046.62,0,0,1,120292.26,0.0,267920.1565384615,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,93565.86,2640.0,96205.86,533960.15,440394.29,0,0,1,93565.86,0.0,359351.25904761907,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,106439.09,0.0,0.0,240377.19,346816.29,0,0,1,106439.09,0.0,169846.36444444445,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,294329.72,4374270.35,4668600.07,451433.5,157103.78,0,0,1,294329.72,0.0,160980.71,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,105336.06,0.0,0.0,355205.92,460541.98,0,0,1,105336.06,0.0,197828.720625,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,7431.2,0.0,0.0,0.0,0.0,0,0,1,7431.2,0.0,7431.2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,175728.07,4092217.51,4267945.58,192779.94,17051.87,0,0,1,175728.07,0.0,374112.887,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,89648.89,148322.0,58673.11,0.0,89648.89,0,0,1,89648.89,0.0,153547.54,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,36610.61,0.0,0.0,877620.08,914230.68,0,0,1,36610.61,0.0,254626.44833333333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,4936.55,0.0,0.0,0.0,0.0,0,0,1,4936.55,0.0,4936.55,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,359904.25,0.0,0.0,552312.08,912216.33,0,0,1,359904.25,0.0,173617.285625,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,211279.4,646.0,211925.4,0.0,0.0,0,0,1,211279.4,0.0,113046.9,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,252046.31,978992.17,1231038.48,435730.77,183684.46,0,0,1,252046.31,0.0,209757.79,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,28510.66,0.0,0.0,0.0,0.0,0,0,1,28510.66,0.0,28510.66,2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,19203.27,0.0,0.0,0.0,0.0,0,0,1,19203.27,0.0,19203.27,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,1740521.03,0.0,0.0,9577152.1,11317673.13,0,0,1,1740521.03,0.0,452821.20681818185,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3864.88,21071.65,17206.76,0.0,0.0,0,0,1,3864.88,0.0,3864.88,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,100535.5,9071162.8,9171698.29,1543558.09,1443022.59,0,0,1,100535.5,0.0,198306.77714285717,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,54936.25,15974.0,0.0,511452.79,566389.04,0,0,1,54936.25,0.0,227346.04461538463,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,14409.57,0.0,0.0,0.0,0.0,0,0,1,14409.57,0.0,14409.57,2,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,298839.25,0.0,0.0,1246335.12,1545174.37,0,0,1,298839.25,0.0,272886.8728571429,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,9708.01,0.0,0.0,0.0,0.0,0,0,1,9708.01,0.0,9708.01,2,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,168579.66,0.0,0.0,193284.78,361864.44,0,0,1,168579.66,0.0,229425.43333333332,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,124118.11,100787.0,224905.11,328830.15,204712.05,0,0,1,124118.11,0.0,200280.4283333333,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,172141.95,51406.0,0.0,1522986.17,1695128.11,0,0,1,172141.95,0.0,1187942.1520689654,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,13719.29,0.0,0.0,781945.13,795664.42,0,0,1,13719.29,0.0,78035.97,1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,92582.52,20445.0,113027.52,0.0,0.0,0,0,1,92582.52,0.0,91600.79333333332,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,406432.92,21248.0,427680.92,0.0,0.0,0,0,1,406432.92,0.0,180656.3709090909,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,18186.96,0.0,0.0,0.0,0.0,0,0,1,18186.96,0.0,18186.96,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,96185.99,0.0,0.0,1047173.65,1143359.64,0,0,1,96185.99,0.0,229117.64625,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,1574.98,579481.89,577906.91,0.0,0.0,0,0,1,1574.98,0.0,1574.98,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,63233.43,0.0,0.0,2290183.83,2353417.26,0,0,1,63233.43,0.0,230633.6175,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,458031.86,0.0,0.0,1492705.61,1950737.47,0,0,1,458031.86,0.0,214296.91647058824,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3066.13,1104.0,0.0,0.0,0.0,0,0,1,3066.13,0.0,3066.13,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,48741.45,0.0,0.0,4664323.19,4713064.64,0,0,1,48741.45,0.0,666583.1103571429,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,45641.71,0.0,0.0,202195.07,247836.79,0,0,1,45641.71,0.0,92336.30777777778,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,55006.59,103356.0,48349.41,13705027.06,13760033.65,0,0,1,55006.59,0.0,525540.9442622951,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,2907.32,45010.15,42102.83,0.0,0.0,0,0,1,2907.32,0.0,2907.32,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,3326.59,0.0,0.0,0.0,0.0,0,0,1,3326.59,0.0,3326.59,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,132739.26,59053.0,191792.26,0.0,0.0,0,0,1,132739.26,0.0,209100.0977777778,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,369266.3,21731.0,0.0,93562.99,462829.29,0,0,1,369266.3,0.0,185317.858,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,48172.91,349756.17,301583.26,2810446.09,2858619.0,0,0,1,48172.91,0.0,291146.4513636364,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
159,111567.55,64145.0,0.0,0.0,111567.55,0,0,1,111567.55,0.0,202284.99411764703,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,6
